gene	3hr	24hr	
PSME1	nan	11.9069	
CISD1	nan	10.5662	
VDAC1	nan	6.9922	
SORBS3	nan	7.4286	
SPDEF	nan	6.2216	
ATF1	nan	8.0325	
SPAG4	nan	4.2736	
E2F2	nan	4.0562	
RHEB	nan	11.6669	
IGF1R	nan	7.8646	
SLC5A6	nan	7.5743	
FOXO3	nan	5.6788	
RGS2	nan	7.316	
GSTM2	nan	5.664	
SCYL3	nan	5.05	
RHOA	nan	9.1108	
TBX2	nan	5.1505	
DNAJA3	nan	13.2457	
IL1B	nan	7.6411	
ASAH1	nan	6.9283	
DCUN1D4	nan	6.7508	
DYRK3	nan	7.3948	
RALA	nan	8.5127	
ARHGEF12	nan	5.7922	
POLG2	nan	7.6601	
SOX2	nan	6.6837	
TRAPPC3	nan	10.2971	
SERPINE1	nan	4.1346	
TCFL5	nan	5.7791	
CRK	nan	8.888	
HLA-DMA	nan	7.3373	
EGF	nan	4.1096	
RBM34	nan	10.4818	
ITGB1BP1	nan	10.105	
SPTLC2	nan	4.8136	
ACLY	nan	10.4676	
APP	nan	13.1696	
RAD51C	nan	7.2778	
TSKU	nan	5.5018	
SMC1A	nan	8.9643	
TMEM2	nan	10.5358	
NOS3	nan	4.307	
YME1L1	nan	8.6997	
ACAA1	nan	6.907	
CSNK1A1	nan	8.5596	
HSPA8	nan	12.2327	
NFATC4	nan	5.4736	
CCNB1	nan	12.3832	
TBP	nan	8.1257	
SLC2A6	nan	8.546	
WFS1	nan	6.3521	
EZH2	nan	8.4365	
UBE3B	nan	7.9994	
ICAM3	nan	6.5994	
NPDC1	nan	9.2194	
ALDH7A1	nan	7.9465	
BRCA1	nan	6.3181	
NFATC3	nan	11.4787	
PSMD4	nan	11.4287	
PCNA	nan	13.6324	
PHKG2	nan	7.026	
ETV1	nan	7.4727	
POLR2I	nan	9.825	
KDM5B	nan	6.9745	
PSMB8	nan	9.6281	
AKAP8L	nan	6.9449	
COG4	nan	8.8032	
MCM3	nan	9.66	
PLEKHJ1	nan	7.8845	
HAT1	nan	8.7826	
TERT	nan	6.0384	
G3BP1	nan	11.4596	
SNX13	nan	8.0731	
PAK4	nan	8.2902	
TPD52L2	nan	7.8452	
DPH2	nan	9.0346	
PIH1D1	nan	8.6739	
PRKCQ	nan	6.5898	
SNX6	nan	9.3418	
EED	nan	7.8728	
SHB	nan	8.2662	
UTP14A	nan	10.1804	
WIPF2	nan	8.6745	
NENF	nan	10.9191	
TSEN2	nan	9.0463	
RPN1	nan	12.3747	
SUV39H1	nan	7.5609	
C2CD2L	nan	5.913	
LYPLA1	nan	9.827	
BIRC2	nan	9.0879	
GABPB1	nan	8.384	
MAP2K5	nan	8.1124	
POLR2K	nan	11.024	
PTK2B	nan	6.6617	
PUF60	nan	12.6924	
DHRS7	nan	9.3478	
PAF1	nan	8.7423	
ARID5B	nan	6.6333	
POLR1C	nan	8.8219	
PAK1	nan	6.0734	
RUVBL1	nan	11.6498	
AKT1	nan	9.4307	
CDC42	nan	11.2442	
IGHMBP2	nan	5.6444	
SENP6	nan	9.0015	
ADO	nan	6.3731	
HSPB1	nan	11.7743	
EBP	nan	8.185	
TCTN1	nan	6.8965	
AKR7A2	nan	11.35	
CASK	nan	5.8103	
PPP2R5E	nan	9.3239	
RRP8	nan	6.2436	
LAMA3	nan	3.4122	
PIK3C3	nan	8.9408	
BHLHE40	nan	4.5325	
CCNE2	nan	6.2428	
BDH1	nan	6.6731	
FEZ2	nan	5.821	
IKBKAP	nan	9.2168	
SH3BP5	nan	7.6682	
PPP2R5A	nan	8.8645	
SGCB	nan	7.5662	
EML3	nan	8.1845	
ENOPH1	nan	10.1688	
BIRC5	nan	11.0398	
CNOT4	nan	6.3039	
EPRS	nan	11.32	
SNAP25	nan	4.5011	
JMJD6	nan	11.2265	
PAX8	nan	5.1959	
CBLB	nan	5.827	
SLC35F2	nan	8.3747	
ANO10	nan	6.7146	
PDS5A	nan	9.3707	
DFFB	nan	6.3539	
STUB1	nan	13.3648	
PGAM1	nan	12.6534	
TGFB3	nan	5.3872	
BAD	nan	8.9358	
XBP1	nan	7.3311	
NMT1	nan	7.4418	
PSMD10	nan	9.1919	
ARFIP2	nan	10.9399	
RAB11FIP2	nan	8.3256	
FPGS	nan	9.6178	
STAMBP	nan	9.1353	
PRKX	nan	6.339	
RNH1	nan	9.985	
ATG3	nan	8.7933	
FAH	nan	7.7935	
NCK1	nan	8.2862	
PLP2	nan	9.5491	
CFLAR	nan	4.4393	
SOX4	nan	4.9427	
HEATR1	nan	11.0396	
TESK1	nan	8.3206	
HN1L	nan	8.5983	
WDR7	nan	6.0948	
AKAP8	nan	8.7737	
RRAGA	nan	10.3658	
ELOVL6	nan	8.8901	
SLC1A4	nan	5.2431	
ACBD3	nan	7.8961	
GRWD1	nan	7.4851	
PMAIP1	nan	7.1004	
STAT1	nan	7.6128	
FOXJ3	nan	9.4547	
TWF2	nan	10.546	
HDAC6	nan	6.7678	
MTERFD1	nan	10.3861	
CCND1	nan	6.6023	
CHIC2	nan	9.1854	
PXN	nan	12.9603	
USP7	nan	6.3306	
NOSIP	nan	8.8243	
PHKB	nan	7.3802	
DLD	nan	11.6635	
NFKBIB	nan	6.3682	
CASC3	nan	9.7706	
IDE	nan	5.7138	
CD40	nan	8.6567	
MLEC	nan	12.0115	
GLI2	nan	4.8581	
PRPF4	nan	10.3226	
MELK	nan	10.5282	
USP22	nan	12.7485	
DAXX	nan	8.4284	
TMED10	nan	10.4917	
CHERP	nan	10.2205	
SMAD3	nan	8.2481	
OXA1L	nan	11.95	
PIK3CA	nan	8.4127	
SNX7	nan	9.0704	
TRAPPC6A	nan	7.7791	
ATP2C1	nan	8.0802	
CDCA4	nan	7.6128	
TBC1D9B	nan	7.6111	
USP14	nan	6.553	
APPBP2	nan	6.1847	
CDC20	nan	13.7436	
NARFL	nan	7.8932	
RPS6	nan	14.6578	
DDX42	nan	8.2662	
ECH1	nan	12.0629	
HDAC2	nan	9.7014	
IKBKE	nan	9.0463	
CCL2	nan	6.1382	
DFFA	nan	9.1913	
MRPL19	nan	10.4528	
WDTC1	nan	8.484	
PLSCR3	nan	9.1031	
SUZ12	nan	10.5716	
CSNK2A2	nan	8.3054	
H2AFV	nan	7.7076	
NUSAP1	nan	10.0139	
TICAM1	nan	6.5884	
FAM69A	nan	8.9416	
KIAA0100	nan	8.118	
PAICS	nan	8.7708	
SRC	nan	5.517	
BMP4	nan	6.264	
CDK2	nan	9.4366	
EDN1	nan	7.2149	
XPO7	nan	9.2897	
FAIM	nan	7.7895	
KIAA0494	nan	8.5966	
PXMP2	nan	9.4994	
SQSTM1	nan	13.6236	
HIF1A	nan	12.6219	
TIMM17B	nan	12.1445	
STXBP2	nan	3.8322	
WRB	nan	5.8369	
ETFB	nan	12.4783	
MNAT1	nan	8.5054	
CAMSAP2	nan	9.649	
HPRT1	nan	11.0591	
ARNT2	nan	11.4112	
RRS1	nan	8.3096	
ADAT1	nan	6.859	
SPAG7	nan	10.3826	
MAPK1IP1L	nan	9.0979	
SCAND1	nan	11.7944	
MFSD10	nan	10.4635	
MSH6	nan	10.4009	
COPS7A	nan	12.2055	
UBE2C	nan	11.8756	
FIS1	nan	9.3552	
HS2ST1	nan	5.6098	
NUDT9	nan	8.1277	
TXLNA	nan	11.702	
CSRP1	nan	12.4636	
DNAJB1	nan	10.584	
METRN	nan	8.612	
TOPBP1	nan	8.6296	
ABCF1	nan	9.7644	
TCTA	nan	9.63	
LGMN	nan	5.7178	
TLK2	nan	9.1492	
KIAA1033	nan	9.3552	
PTGS2	nan	3.989	
DNAJB6	nan	11.0735	
PLA2G4A	nan	9.8597	
MAT2A	nan	12.3125	
TLR4	nan	8.6176	
HMGCS1	nan	10.3631	
MBTPS1	nan	7.7974	
